customer_id,age,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,customer_satisfaction,support_calls,churn
CUST_000928,50,Male,0,No,No,7,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,44.66,332.95,4,1,Yes
CUST_000929,68,Female,1,Yes,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),56.89,331.35,3,4,No
CUST_000930,44,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,61.64,3638.69,4,3,No
CUST_000931,36,Male,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.93,81.61,3,0,No
CUST_000932,73,Female,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.92,1763.65,2,1,No
CUST_000933,23,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.89,1246.2,4,6,No
CUST_000934,18,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,31.66,246.11,3,0,No
CUST_000935,51,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.8,41.89,3,2,Yes
CUST_000936,37,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,69.43,125.01,4,2,No
CUST_000937,29,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),39.45,72.62,5,1,No
CUST_000938,55,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,83.19,4213.93,3,5,No
CUST_000939,48,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),51.61,563.54,2,3,No
CUST_000940,36,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),31.25,31.86,3,6,No
CUST_000941,25,Male,0,No,Yes,19,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),57.79,1000.61,3,0,No
CUST_000942,58,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.85,372.59,4,1,No
CUST_000943,54,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,81.03,502.37,3,1,No
CUST_000944,43,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.12,241.62,5,3,No
CUST_000945,72,Male,1,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,55.23,1783.85,3,2,No
CUST_000946,28,Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,39.39,41.9,3,4,Yes
CUST_000947,22,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.6,330.18,4,1,No
CUST_000948,34,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.67,52.12,4,0,No
CUST_000949,44,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.33,619.73,5,3,No
CUST_000950,48,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,68.18,725.85,4,3,No
CUST_000951,41,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.08,28.55,5,2,No
CUST_000952,50,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),75.82,987.52,3,3,No
CUST_000953,26,Male,0,No,Yes,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.24,1437.0,2,2,No
CUST_000954,66,Male,1,No,Yes,6,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),61.76,364.05,2,5,Yes
CUST_000955,43,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,36.86,1351.25,4,2,No
CUST_000956,61,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),48.44,510.7,2,1,Yes
CUST_000957,50,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.55,809.02,4,2,No
CUST_000958,51,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.93,1156.29,5,0,Yes
CUST_000959,53,Male,0,No,Yes,48,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),75.28,3664.9,4,3,Yes
CUST_000960,51,Male,0,No,Yes,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.88,555.08,4,1,No
CUST_000961,54,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),61.81,246.87,5,2,No
CUST_000962,64,Female,0,No,Yes,41,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,65.66,2853.49,4,0,No
CUST_000963,47,Male,0,No,Yes,36,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),45.4,1680.96,2,0,No
CUST_000964,55,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.78,5651.41,3,1,No
CUST_000965,43,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,78.41,141.57,2,1,Yes
CUST_000966,66,Female,1,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,64.94,1421.54,3,4,Yes
CUST_000967,34,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,36.39,619.82,4,1,No
CUST_000968,72,Female,1,Yes,No,26,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,64.35,1573.02,2,1,Yes
CUST_000969,44,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.99,4565.32,4,1,Yes
CUST_000970,23,Male,0,No,No,18,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,53.55,918.21,3,0,No
CUST_000971,46,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.99,1127.41,3,3,No
CUST_000972,34,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.78,751.78,3,1,No
CUST_000973,57,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.92,663.66,5,5,No
CUST_000974,35,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.9,444.12,3,0,No
CUST_000975,38,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.13,52.95,3,4,Yes
CUST_000976,18,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),59.67,521.26,3,1,No
CUST_000977,38,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48.62,205.99,4,2,No
CUST_000978,18,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.7,1239.31,4,1,No
CUST_000979,21,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.84,961.91,3,3,No
CUST_000980,56,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),66.15,2360.95,3,3,No
CUST_000981,56,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.81,986.05,5,0,Yes
CUST_000982,51,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.14,863.12,2,3,No
CUST_000983,30,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,93.86,589.25,4,2,No
CUST_000984,44,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,58.63,2651.6,4,2,No
CUST_000985,44,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.16,65.01,2,3,Yes
CUST_000986,27,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,53.19,3499.1,3,3,No
CUST_000987,67,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),62.23,1018.69,5,1,No
CUST_000988,58,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),54.37,208.92,3,4,No
CUST_000989,41,Male,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.74,350.56,4,4,No
CUST_000990,45,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.01,74.31,3,4,Yes
CUST_000991,48,Male,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.38,91.53,4,2,No
CUST_000992,18,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.41,286.3,5,3,No
CUST_000993,41,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.97,1528.54,2,1,No
CUST_000994,34,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),68.72,190.28,5,1,No
CUST_000995,29,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),73.47,2081.04,3,1,No
CUST_000996,40,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.64,2496.08,2,2,Yes
CUST_000997,71,Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.61,1478.07,3,0,No
CUST_000998,54,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.95,441.57,2,2,No
CUST_000999,36,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,40.66,110.81,3,1,Yes
CUST_001000,53,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.23,66.02,3,2,No
CUST_001001,65,Female,1,Yes,No,31,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,31.55,978.58,2,1,Yes
CUST_001002,58,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.47,2236.27,3,3,No
CUST_001003,45,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,56.49,916.15,1,2,No
CUST_001004,35,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.52,143.35,2,2,No
CUST_001005,55,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,56.63,301.59,4,5,Yes
CUST_001006,50,Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,54.05,1984.44,4,3,No
CUST_001007,58,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),43.56,710.86,5,0,Yes
CUST_001008,54,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.89,5841.17,4,0,Yes
CUST_001009,60,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,56.62,3708.99,5,6,No
CUST_001010,36,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.72,1701.25,3,1,No
CUST_001011,64,Male,0,No,Yes,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),58.71,375.04,5,3,No
CUST_001012,47,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,64.35,352.18,2,1,Yes
CUST_001013,76,Female,1,No,No,7,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.55,301.05,3,1,No
CUST_001014,34,Female,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.11,5272.13,4,0,No
CUST_001015,71,Female,1,No,Yes,9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.08,670.06,4,4,No
CUST_001016,47,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.36,1308.98,2,4,No
CUST_001017,35,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.3,4822.21,4,2,No
CUST_001018,37,Male,0,Yes,No,41,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,87.43,3703.0,4,2,No
CUST_001019,40,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.21,1837.97,3,3,Yes
CUST_001020,51,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,50.12,220.31,5,3,No
CUST_001021,52,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,68.6,274.37,3,2,No
CUST_001022,36,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),90.93,1530.68,5,4,No
CUST_001023,44,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.23,5511.88,5,2,No
CUST_001024,77,Male,1,Yes,No,56,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,37.88,2298.42,4,0,No
CUST_001025,70,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.03,304.3,5,1,No
CUST_001026,51,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.6,557.22,4,3,No
CUST_001027,45,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.25,993.58,5,3,No
CUST_001028,46,Male,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,45.93,637.03,3,0,No
CUST_001029,54,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.85,189.0,4,1,No
CUST_001030,29,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),35.67,407.8,3,1,No
CUST_001031,41,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.12,4311.78,2,1,Yes
CUST_001032,19,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),66.2,4309.34,5,2,No
CUST_001033,50,Female,0,No,No,19,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,42.04,814.21,4,0,No
CUST_001034,54,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.25,1279.06,4,0,No
CUST_001035,37,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,82.12,468.36,3,1,No
CUST_001036,68,Male,1,Yes,No,32,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,71.17,2205.97,2,2,No
CUST_001037,26,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.42,51.33,4,0,No
CUST_001038,23,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.48,278.88,3,5,Yes
CUST_001039,48,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,60.95,59.63,2,2,No
CUST_001040,60,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.59,398.62,3,2,No
CUST_001041,70,Female,1,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,35.11,1647.61,4,0,No
CUST_001042,38,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),57.85,4576.5,4,1,No
CUST_001043,61,Male,0,Yes,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),26.18,663.71,3,2,No
CUST_001044,44,Male,0,No,No,32,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.63,2524.89,4,0,No
CUST_001045,42,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.87,382.46,4,2,No
CUST_001046,58,Male,0,No,No,17,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,69.03,1223.36,3,1,No
CUST_001047,54,Male,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,84.84,2508.03,5,2,No
CUST_001048,21,Male,0,No,No,16,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),53.58,900.7,1,1,Yes
CUST_001049,67,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,38.13,75.1,5,4,No
CUST_001050,65,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,69.31,2327.89,4,2,No
CUST_001051,35,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.87,181.98,4,0,Yes
CUST_001052,50,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,67.61,147.03,4,2,No
CUST_001053,52,Male,0,No,Yes,15,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),33.68,460.53,3,2,No
CUST_001054,48,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.78,53.32,4,2,No
CUST_001055,36,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,30.62,681.56,3,1,No
CUST_001056,34,Male,0,No,No,24,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,49.35,1112.65,3,1,Yes
CUST_001057,44,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,69.22,493.92,3,3,No
CUST_001058,62,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),72.93,5277.23,3,2,No
CUST_001059,53,Female,0,Yes,Yes,41,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,40.5,1780.7,4,3,No
CUST_001060,39,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,66.7,141.46,5,2,Yes
CUST_001061,56,Male,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,30.18,1011.96,2,2,No
CUST_001062,18,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.22,617.76,4,2,No
CUST_001063,62,Male,0,No,Yes,33,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.22,2874.78,4,3,No
CUST_001064,18,Male,0,Yes,Yes,38,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.5,1452.82,3,2,No
CUST_001065,39,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.06,283.9,3,1,No
CUST_001066,28,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,46.32,1163.62,2,4,No
CUST_001067,25,Female,0,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),57.24,2689.98,3,1,No
CUST_001068,62,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.32,313.86,3,3,No
CUST_001069,37,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.12,112.74,2,2,Yes
CUST_001070,50,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,91.35,87.34,2,0,No
CUST_001071,44,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),58.2,108.79,3,1,No
CUST_001072,52,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),45.32,41.76,2,0,Yes
CUST_001073,46,Male,0,Yes,Yes,9,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,63.83,600.98,5,3,No
CUST_001074,25,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,70.34,579.49,1,2,No
CUST_001075,59,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),40.14,81.65,3,3,No
CUST_001076,37,Female,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.37,1350.16,3,1,No
CUST_001077,21,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.41,6154.24,4,2,No
CUST_001078,38,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,33.75,1765.47,3,1,No
CUST_001079,67,Female,1,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.74,152.11,4,3,No
CUST_001080,57,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,89.93,3196.21,1,1,No
CUST_001081,39,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,49.73,3291.03,3,6,No
CUST_001082,39,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.83,3191.91,4,2,No
CUST_001083,40,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.09,3252.63,4,0,No
CUST_001084,76,Male,1,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,66.18,2272.93,3,1,No
CUST_001085,50,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.18,588.59,4,2,No
CUST_001086,51,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.07,111.48,3,2,Yes
CUST_001087,60,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),59.33,1006.27,3,0,No
CUST_001088,48,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,75.34,78.58,2,3,Yes
CUST_001089,41,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.44,3684.85,3,5,Yes
CUST_001090,42,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,48.96,526.57,4,1,No
CUST_001091,43,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,50.52,3351.35,4,4,No
CUST_001092,44,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),78.3,2732.58,2,2,No
CUST_001093,55,Male,0,Yes,No,12,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,33.6,414.21,5,0,Yes
