property_id,neighborhood,distance_to_city_center,distance_to_metro,distance_to_school,crime_rate,house_age,total_area,bedrooms,bathrooms,floors,garage,garden,basement,balcony,construction_quality,renovation_status,heating_type,air_conditioning,parking_spaces,energy_efficiency,listing_duration,season_sold,year_sold,sale_price
PROP_001176,Lakeside,9.9,375,43,1.0,10,107,4,2,2,0,1,0,1,Premium,Never,Electric,0,3,D,9,Fall,2021,652.9
PROP_001177,Garden City,2.1,428,86,1.0,4,50,4,2,1,0,0,0,0,Standard,Partial,Central,0,2,E,36,Summer,2023,254.0
PROP_001178,Downtown,1.3,215,35,1.0,10,94,2,3,2,1,1,0,1,Standard,Never,Electric,0,3,B,19,Fall,2023,561.6
PROP_001179,Pine Valley,5.4,613,55,1.0,5,59,1,2,2,0,1,0,1,Standard,Full,Central,0,3,C,111,Spring,2020,246.6
PROP_001180,Forest Glen,0.8,275,238,1.0,6,122,5,3,2,1,0,0,0,Standard,Full,Central,0,0,D,21,Summer,2022,676.5
PROP_001181,Mountain View,6.8,165,181,1.0,6,152,4,2,1,0,0,0,0,Basic,Never,Central,0,1,B,10,Summer,2022,588.5
PROP_001182,Maple Heights,2.6,211,221,1.0,7,50,5,4,2,0,0,0,1,Basic,Never,Central,0,1,D,14,Fall,2020,190.5
PROP_001183,Oakwood,5.0,292,41,1.0,15,241,2,3,2,0,0,0,0,Standard,Never,Central,0,1,A,1,Spring,2022,992.6
PROP_001184,Elmwood,4.2,138,440,1.0,15,77,4,3,3,0,1,1,0,Standard,Never,Central,0,2,B,54,Winter,2020,354.8
PROP_001185,Oakwood,7.9,247,30,1.0,38,188,1,2,2,0,1,0,0,Premium,Never,Central,0,0,D,1,Summer,2023,739.4
PROP_001186,Oakwood,1.4,461,153,1.0,11,91,4,3,2,0,1,1,1,Standard,Partial,Central,1,0,D,1,Spring,2021,563.7
PROP_001187,Prairie Meadows,4.2,108,281,1.0,13,56,1,1,2,1,1,0,1,Standard,Partial,Central,0,0,C,23,Summer,2021,136.8
PROP_001188,Forest Glen,2.2,545,131,1.0,12,56,3,1,2,0,1,0,0,Standard,Full,Gas,0,0,A,15,Spring,2022,221.7
PROP_001189,Cedar Park,3.6,761,31,1.0,3,271,5,2,3,0,0,1,1,Basic,Never,Electric,0,2,F,45,Summer,2023,1131.0
PROP_001190,Sunset District,2.2,284,32,1.0,1,50,4,2,1,1,0,1,1,Basic,Never,Central,0,3,E,1,Spring,2020,204.2
PROP_001191,Hillcrest,2.9,50,55,1.0,0,143,3,3,1,1,1,0,0,Standard,Full,Central,0,3,D,33,Winter,2022,1195.4
PROP_001192,Prairie Meadows,0.7,142,589,1.0,6,205,4,2,2,0,0,0,1,Premium,Partial,Central,1,2,D,35,Winter,2022,1081.0
PROP_001193,Cedar Park,0.9,421,30,1.0,32,271,4,3,1,0,0,0,1,Basic,Full,Central,0,2,G,4,Summer,2020,813.2
PROP_001194,Mountain View,2.9,588,43,1.0,7,188,3,2,2,1,0,0,1,Premium,Partial,Gas,0,0,B,78,Summer,2021,1200.0
PROP_001195,Oakwood,15.7,319,30,1.0,3,235,3,4,2,0,1,1,0,Basic,Never,Central,0,3,B,28,Spring,2023,1063.0
PROP_001196,Forest Glen,1.9,50,425,1.0,4,50,5,3,2,1,1,0,1,Basic,Partial,Central,0,2,E,12,Summer,2022,281.0
PROP_001197,Downtown,2.0,127,30,1.0,16,81,4,2,2,1,1,1,0,Standard,Partial,Electric,1,2,B,31,Summer,2020,669.1
PROP_001198,Downtown,1.3,176,30,1.0,2,100,2,2,2,1,1,1,1,Basic,Never,Electric,1,2,E,9,Summer,2022,672.8
PROP_001199,Lakeside,0.5,167,37,1.0,3,225,4,2,1,1,0,1,0,Basic,Never,Central,0,1,C,42,Winter,2021,992.5
PROP_001200,Prairie Meadows,1.3,620,48,1.0,32,160,4,2,2,1,1,1,1,Standard,Partial,Electric,0,2,E,16,Winter,2023,660.1
PROP_001201,Mountain View,0.5,50,66,1.0,2,227,2,3,2,1,0,0,1,Standard,Partial,Central,0,2,C,19,Spring,2023,1200.0
PROP_001202,Coastal Heights,1.5,154,52,1.0,2,158,3,3,3,1,1,1,1,Standard,Never,Central,0,1,C,3,Spring,2020,1200.0
PROP_001203,Oakwood,1.0,271,215,1.0,13,197,3,2,1,1,1,0,0,Standard,Partial,Central,0,2,F,54,Fall,2023,841.7
PROP_001204,Forest Glen,6.7,73,30,1.0,4,96,2,2,2,1,0,0,0,Premium,Partial,Central,0,2,D,10,Summer,2023,569.5
PROP_001205,Maple Heights,4.6,1764,85,1.0,2,119,5,2,2,1,1,1,1,Standard,Full,Central,0,3,B,60,Fall,2023,1122.7
PROP_001206,Pine Valley,2.0,50,107,1.0,5,136,6,3,2,1,1,0,1,Premium,Partial,Electric,0,1,C,29,Fall,2023,1109.3
PROP_001207,Mountain View,3.4,184,42,1.0,36,230,2,2,2,1,1,1,1,Basic,Full,Gas,1,1,A,21,Spring,2021,1200.0
PROP_001208,Coastal Heights,0.7,182,53,1.0,4,129,5,3,2,1,1,1,1,Standard,Never,Central,0,1,D,10,Spring,2021,1200.0
PROP_001209,Cedar Park,22.5,361,469,1.0,9,211,5,3,1,1,0,0,1,Premium,Full,Central,0,2,D,48,Fall,2020,964.4
PROP_001210,Sunset District,1.7,50,314,1.0,48,126,2,3,2,0,1,0,0,Basic,Never,Central,0,0,E,59,Winter,2023,341.6
PROP_001211,Prairie Meadows,6.1,322,35,1.0,24,371,5,4,1,1,0,0,0,Basic,Never,Central,0,2,C,175,Spring,2022,1037.0
PROP_001212,Riverside,1.4,442,53,1.0,39,103,6,3,2,1,1,0,1,Premium,Full,Central,1,2,D,24,Spring,2022,1200.0
PROP_001213,Coastal Heights,1.3,969,121,1.0,37,168,2,4,1,1,1,0,0,Standard,Never,Electric,1,0,F,7,Fall,2022,819.4
PROP_001214,Downtown,6.6,194,117,1.0,23,175,4,2,2,1,0,1,1,Standard,Never,Central,1,2,C,8,Fall,2023,1200.0
PROP_001215,Downtown,1.6,189,30,1.0,0,233,5,2,2,1,1,0,0,Basic,Partial,Electric,0,2,A,5,Fall,2023,1200.0
PROP_001216,Mountain View,1.6,91,30,1.0,36,50,4,3,2,1,1,1,1,Standard,Never,Central,0,0,E,49,Fall,2021,290.7
PROP_001217,Prairie Meadows,0.5,50,133,1.0,6,118,3,2,2,1,1,0,0,Premium,Never,Central,0,2,D,1,Spring,2020,532.2
PROP_001218,Forest Glen,3.0,358,56,1.0,47,90,4,2,1,1,0,0,0,Standard,Partial,Electric,1,1,D,59,Summer,2022,337.5
PROP_001219,Cedar Park,12.1,395,397,1.0,4,69,4,3,1,1,1,1,0,Premium,Partial,Electric,1,3,E,64,Fall,2020,399.1
PROP_001220,Coastal Heights,2.9,344,30,1.0,17,75,3,2,2,0,1,0,1,Premium,Partial,Gas,0,1,G,10,Summer,2023,583.8
PROP_001221,Prairie Meadows,4.4,199,30,1.0,3,101,2,2,2,0,0,0,1,Standard,Full,Central,0,1,F,26,Summer,2020,314.8
PROP_001222,Maple Heights,6.4,384,30,1.0,7,57,3,3,1,1,0,0,1,Premium,Partial,Central,1,2,A,14,Fall,2022,450.7
PROP_001223,Coastal Heights,4.4,383,188,1.0,6,139,4,2,2,0,0,0,1,Standard,Never,Electric,0,2,D,1,Summer,2023,781.3
PROP_001224,Elmwood,2.0,319,58,1.0,2,77,3,3,2,1,1,1,1,Basic,Never,Central,1,1,F,4,Winter,2021,268.2
PROP_001225,Mountain View,5.3,52,125,1.0,16,136,4,3,2,0,1,0,0,Basic,Full,Central,0,2,F,14,Fall,2023,757.8
PROP_001226,Downtown,6.0,452,30,1.0,14,191,3,2,2,1,0,0,0,Standard,Never,Central,0,1,G,7,Summer,2022,899.6
PROP_001227,Elmwood,2.3,556,152,1.0,6,112,4,2,2,1,0,1,1,Basic,Never,Gas,0,1,E,46,Fall,2022,351.2
PROP_001228,Forest Glen,3.6,1133,466,1.0,9,50,5,3,2,0,1,1,0,Basic,Never,Central,1,2,C,57,Summer,2022,192.1
PROP_001229,Mountain View,0.5,213,40,1.0,28,50,2,2,3,1,1,1,0,Premium,Full,Gas,1,1,D,3,Spring,2022,601.9
PROP_001230,Lakeside,4.5,277,51,1.0,21,50,1,2,2,1,0,0,1,Standard,Partial,Central,1,2,G,22,Summer,2020,172.2
PROP_001231,Prairie Meadows,5.0,277,41,1.0,21,239,3,3,2,1,1,1,0,Premium,Partial,Electric,0,1,C,7,Fall,2022,1200.0
PROP_001232,Riverside,6.7,64,251,1.0,21,64,3,2,3,1,0,0,0,Basic,Never,Electric,0,3,G,47,Summer,2023,241.2
PROP_001233,Prairie Meadows,4.5,148,30,1.0,8,197,1,2,1,1,0,0,0,Basic,Never,Central,1,2,A,7,Summer,2020,348.3
PROP_001234,Lakeside,3.7,223,162,1.0,4,118,3,4,1,1,1,0,0,Standard,Never,Electric,0,2,D,2,Winter,2021,608.4
PROP_001235,Pine Valley,0.5,382,260,1.0,48,146,2,3,1,1,1,0,0,Standard,Partial,Electric,0,0,D,62,Summer,2022,437.3
PROP_001236,Cedar Park,3.0,233,763,1.0,8,92,3,2,3,0,1,1,1,Standard,Full,Gas,1,0,B,58,Summer,2021,607.0
PROP_001237,Garden City,0.5,450,30,1.0,14,136,4,2,2,0,1,1,0,Premium,Partial,Electric,0,2,B,63,Spring,2023,1200.0
PROP_001238,Lakeside,5.9,268,113,1.0,28,96,2,4,1,0,1,0,0,Premium,Full,Central,1,2,E,22,Fall,2023,740.9
PROP_001239,Garden City,2.9,122,96,1.0,5,251,3,3,2,0,1,0,1,Standard,Never,Gas,1,2,E,16,Summer,2020,1091.7
PROP_001240,Coastal Heights,0.8,50,30,1.0,19,197,4,3,1,1,0,1,0,Premium,Never,Central,0,1,D,12,Winter,2023,1200.0
PROP_001241,Forest Glen,10.4,1043,252,1.0,27,102,5,3,2,1,1,0,1,Basic,Partial,Central,1,2,D,8,Fall,2020,265.4
PROP_001242,Coastal Heights,1.7,224,30,1.0,12,58,4,3,2,0,0,1,0,Standard,Never,Electric,1,0,D,3,Summer,2021,433.5
PROP_001243,Oakwood,2.1,175,115,1.0,26,285,1,2,1,1,0,0,1,Standard,Never,Electric,1,2,C,2,Fall,2023,907.6
PROP_001244,Garden City,2.6,649,403,1.0,10,227,2,3,1,0,0,1,0,Standard,Partial,Gas,0,1,D,50,Fall,2022,840.8
PROP_001245,Sunset District,1.1,187,63,1.0,5,65,3,2,1,1,1,0,0,Premium,Partial,Central,0,0,E,50,Summer,2023,394.7
PROP_001246,Lakeside,5.9,553,78,1.0,9,327,3,1,1,1,0,0,0,Standard,Partial,Central,1,1,B,151,Spring,2022,1200.0
PROP_001247,Downtown,1.2,185,215,1.0,11,50,2,2,1,0,1,0,1,Standard,Partial,Electric,1,0,B,40,Summer,2022,258.2
PROP_001248,Pine Valley,1.5,575,30,1.0,7,357,1,4,2,1,0,1,1,Basic,Partial,Central,0,0,C,70,Spring,2023,1200.0
PROP_001249,Hillcrest,3.6,106,54,1.0,2,192,3,2,1,1,1,1,0,Standard,Never,Electric,0,0,C,49,Fall,2023,1200.0
PROP_001250,Prairie Meadows,10.9,50,80,1.0,10,72,3,3,2,1,1,0,0,Basic,Partial,Electric,1,1,D,68,Summer,2020,202.3
PROP_001251,Riverside,9.9,234,33,1.0,14,50,3,3,3,1,1,1,1,Standard,Never,Electric,0,3,B,28,Fall,2023,346.5
PROP_001252,Riverside,0.5,250,180,1.0,3,199,4,3,2,1,1,0,0,Basic,Never,Central,0,3,G,84,Fall,2020,950.7
PROP_001253,Coastal Heights,2.2,141,354,1.0,43,218,5,2,2,0,0,0,0,Standard,Full,Central,0,2,D,12,Summer,2020,1200.0
PROP_001254,Pine Valley,1.2,1001,90,1.0,3,50,4,2,2,0,1,0,1,Standard,Full,Central,0,1,E,43,Winter,2020,235.0
PROP_001255,Mountain View,0.7,227,33,1.0,1,180,2,2,2,0,0,1,1,Basic,Full,Gas,0,2,A,43,Spring,2020,1200.0
PROP_001256,Coastal Heights,0.5,50,30,1.0,3,197,4,3,2,1,1,0,1,Standard,Never,Central,1,3,B,76,Summer,2020,1200.0
PROP_001257,Forest Glen,1.0,347,149,1.0,9,114,5,2,2,1,1,0,1,Standard,Never,Central,0,0,D,29,Spring,2021,482.1
PROP_001258,Elmwood,4.6,120,222,1.0,2,111,3,2,2,1,1,0,0,Premium,Never,Electric,0,1,F,32,Fall,2020,448.2
PROP_001259,Hillcrest,2.4,155,48,1.0,12,50,3,1,2,0,1,1,1,Standard,Partial,Gas,1,2,E,3,Summer,2022,323.6
PROP_001260,Maple Heights,2.5,307,127,1.0,20,51,4,3,2,1,1,0,0,Standard,Partial,Gas,0,2,D,193,Summer,2023,313.3
PROP_001261,Coastal Heights,0.5,227,125,1.0,6,131,4,2,2,0,0,0,0,Premium,Partial,Central,1,0,D,58,Spring,2022,1200.0
PROP_001262,Downtown,0.5,452,30,1.0,18,162,3,2,1,1,1,1,1,Standard,Never,Electric,1,3,B,3,Spring,2021,1200.0
PROP_001263,Maple Heights,0.9,235,40,1.0,0,152,3,2,2,1,0,1,0,Standard,Full,Central,1,0,C,8,Summer,2021,1107.7
PROP_001264,Downtown,2.3,56,30,1.0,30,293,2,3,1,1,0,1,0,Standard,Never,Gas,0,1,F,9,Summer,2020,1200.0
PROP_001265,Garden City,5.0,101,47,1.0,5,187,5,1,2,1,1,0,0,Standard,Never,Gas,0,1,D,90,Winter,2022,741.8
PROP_001266,Pine Valley,0.5,50,33,1.0,0,268,4,2,2,1,1,1,1,Standard,Partial,Electric,1,1,B,105,Fall,2023,1200.0
PROP_001267,Maple Heights,4.0,50,56,1.0,24,100,3,3,2,1,0,1,0,Basic,Partial,Electric,0,3,D,60,Summer,2022,514.6
PROP_001268,Hillcrest,5.0,145,171,1.0,78,55,4,3,1,1,0,1,1,Standard,Full,Gas,0,2,C,42,Spring,2023,379.4
PROP_001269,Downtown,6.3,50,134,1.0,8,66,5,1,2,1,0,0,0,Premium,Never,Central,0,2,E,3,Fall,2023,370.7
PROP_001270,Cedar Park,4.3,280,47,1.0,42,74,3,3,1,1,0,0,1,Standard,Full,Gas,0,2,E,9,Fall,2023,295.7
PROP_001271,Lakeside,4.7,136,165,1.0,19,118,3,3,2,1,1,0,1,Standard,Partial,Gas,0,3,C,20,Winter,2023,943.2
PROP_001272,Lakeside,0.5,332,30,1.0,9,80,5,3,2,1,1,0,1,Standard,Partial,Electric,0,2,E,35,Fall,2021,540.8
PROP_001273,Pine Valley,0.6,286,51,1.0,10,86,2,1,2,1,1,0,1,Standard,Partial,Electric,0,1,B,1,Fall,2022,314.6
PROP_001274,Hillcrest,0.6,50,340,1.0,10,107,3,3,3,0,1,1,1,Standard,Never,Central,0,1,D,17,Fall,2023,943.4
PROP_001275,Riverside,2.6,118,96,1.0,14,93,2,2,2,0,0,0,1,Premium,Never,Gas,0,2,B,12,Fall,2023,602.8
PROP_001276,Downtown,0.5,191,30,1.0,1,63,6,3,2,1,1,0,0,Basic,Partial,Electric,0,2,E,14,Fall,2022,496.7
PROP_001277,Prairie Meadows,1.6,785,60,1.0,21,361,2,2,2,0,1,1,0,Basic,Full,Gas,1,1,B,22,Summer,2022,1156.3
PROP_001278,Maple Heights,3.2,113,167,1.0,4,54,4,3,2,1,0,1,1,Basic,Never,Electric,1,2,D,20,Summer,2021,331.2
PROP_001279,Prairie Meadows,3.5,50,392,1.0,5,448,2,3,1,0,1,1,1,Basic,Never,Gas,0,3,D,73,Spring,2022,1200.0
PROP_001280,Pine Valley,5.2,153,858,1.0,17,66,1,2,2,1,1,0,0,Standard,Partial,Electric,0,2,D,94,Winter,2023,217.5
PROP_001281,Forest Glen,2.3,495,30,1.0,6,50,2,3,2,1,0,1,0,Standard,Full,Gas,0,2,C,9,Spring,2020,265.9
PROP_001282,Mountain View,0.5,221,30,1.0,12,284,2,2,2,1,1,1,0,Standard,Partial,Gas,1,1,D,26,Winter,2022,1200.0
PROP_001283,Sunset District,0.9,367,30,1.0,20,50,4,3,2,1,0,0,1,Basic,Partial,Central,1,2,A,32,Spring,2021,296.7
PROP_001284,Mountain View,5.7,201,141,1.0,4,263,3,2,2,1,1,0,0,Standard,Partial,Electric,0,1,D,42,Spring,2022,1200.0
PROP_001285,Coastal Heights,0.5,428,36,1.0,8,101,3,3,1,0,1,1,0,Basic,Never,Gas,1,3,C,2,Winter,2021,551.1
PROP_001286,Hillcrest,0.5,399,30,1.0,0,50,4,2,2,1,1,0,0,Basic,Partial,Central,0,1,D,17,Spring,2022,255.1
PROP_001287,Cedar Park,7.0,796,111,1.0,22,90,5,3,2,0,0,0,0,Premium,Full,Electric,0,3,E,3,Summer,2020,673.2
PROP_001288,Oakwood,2.4,300,333,1.0,17,91,3,1,2,1,1,0,1,Standard,Partial,Central,0,0,A,14,Summer,2023,456.0
PROP_001289,Riverside,5.5,73,30,1.0,12,267,2,2,1,1,1,1,1,Standard,Partial,Central,0,0,C,44,Winter,2021,1146.5
PROP_001290,Coastal Heights,1.2,74,30,1.0,2,153,4,4,2,0,0,0,0,Standard,Full,Central,1,1,G,20,Winter,2021,1200.0
PROP_001291,Riverside,1.1,1553,30,1.0,11,176,3,1,2,1,1,0,0,Premium,Partial,Electric,0,0,F,72,Fall,2021,832.1
PROP_001292,Sunset District,0.5,217,30,1.0,8,115,4,3,2,0,1,1,1,Standard,Partial,Electric,1,3,F,50,Spring,2023,842.8
PROP_001293,Oakwood,12.2,84,260,1.0,3,224,2,3,1,1,0,1,0,Basic,Partial,Central,1,2,E,12,Summer,2022,917.6
PROP_001294,Prairie Meadows,0.9,174,568,1.0,19,236,4,2,2,0,1,0,0,Standard,Never,Electric,0,2,C,8,Spring,2023,731.5
PROP_001295,Elmwood,6.2,103,447,1.0,21,75,4,3,1,0,0,0,0,Standard,Never,Gas,1,2,E,43,Summer,2023,269.3
PROP_001296,Mountain View,1.3,787,53,1.0,9,119,6,3,3,1,1,0,1,Standard,Partial,Gas,1,2,A,29,Spring,2022,1200.0
PROP_001297,Riverside,6.2,202,97,1.0,4,95,4,2,1,0,0,1,1,Standard,Full,Gas,0,0,D,41,Fall,2021,533.0
PROP_001298,Downtown,2.0,156,281,1.0,6,127,4,3,2,1,1,0,1,Standard,Partial,Central,0,2,D,17,Fall,2022,1055.0
PROP_001299,Downtown,1.2,149,60,1.0,2,75,4,3,3,1,0,1,0,Premium,Never,Electric,0,0,D,1,Fall,2023,1118.0
PROP_001300,Cedar Park,1.2,539,321,1.0,26,61,5,3,2,0,1,0,0,Premium,Never,Electric,1,1,C,8,Fall,2021,360.0
PROP_001301,Elmwood,2.5,78,199,1.0,4,128,5,2,2,0,0,0,1,Basic,Partial,Electric,1,2,A,34,Winter,2021,541.0
PROP_001302,Sunset District,2.5,50,127,1.0,1,105,3,3,1,1,0,0,0,Basic,Never,Electric,0,2,E,17,Spring,2020,537.1
PROP_001303,Cedar Park,1.2,73,453,1.0,4,50,4,3,2,1,0,0,1,Premium,Partial,Gas,0,3,E,42,Summer,2023,509.6
PROP_001304,Garden City,1.3,183,32,1.0,21,78,3,2,2,1,0,0,0,Premium,Full,Central,1,3,B,86,Winter,2020,547.0
PROP_001305,Oakwood,4.5,341,198,1.0,5,129,3,3,1,1,1,1,1,Basic,Partial,Central,0,2,D,25,Fall,2022,622.0
PROP_001306,Prairie Meadows,0.6,830,461,1.0,26,50,4,3,3,1,1,1,1,Standard,Never,Gas,0,1,C,57,Spring,2021,206.2
PROP_001307,Coastal Heights,1.2,53,264,1.0,1,50,3,2,1,1,0,1,0,Basic,Never,Central,0,2,D,14,Summer,2022,342.9
PROP_001308,Hillcrest,0.9,313,71,1.0,1,170,5,2,1,1,0,0,1,Basic,Never,Electric,1,2,D,38,Fall,2022,1050.5
PROP_001309,Prairie Meadows,8.2,284,81,1.0,29,220,5,4,1,0,1,1,1,Basic,Never,Central,1,1,C,65,Fall,2022,636.1
PROP_001310,Mountain View,7.1,432,30,1.0,40,79,4,2,2,0,1,0,1,Basic,Never,Central,1,2,A,26,Winter,2023,361.8
PROP_001311,Downtown,2.7,50,59,1.0,12,50,2,3,3,1,0,0,0,Basic,Partial,Gas,1,0,E,149,Spring,2021,238.2
PROP_001312,Cedar Park,0.8,748,468,1.0,20,80,3,3,2,0,1,0,0,Basic,Full,Electric,0,1,D,17,Spring,2021,274.6
PROP_001313,Hillcrest,1.1,50,76,1.0,18,212,3,2,2,0,1,1,1,Standard,Never,Electric,0,0,A,53,Spring,2022,1200.0
PROP_001314,Cedar Park,6.1,94,424,1.0,7,234,1,3,2,1,0,0,0,Standard,Never,Electric,1,2,A,25,Spring,2022,805.6
PROP_001315,Pine Valley,0.7,459,217,1.0,10,135,4,2,2,1,0,0,0,Premium,Full,Central,0,0,A,18,Fall,2022,993.4
PROP_001316,Cedar Park,4.1,213,316,1.0,20,132,4,2,3,1,1,0,1,Premium,Full,Central,0,0,D,19,Fall,2022,917.2
PROP_001317,Forest Glen,0.5,811,89,1.0,5,80,3,3,2,0,1,0,0,Premium,Never,Central,0,2,D,18,Fall,2021,399.9
PROP_001318,Downtown,4.9,289,56,1.0,4,73,5,2,1,1,1,0,0,Standard,Partial,Central,0,1,A,34,Spring,2020,502.8
PROP_001319,Maple Heights,4.5,67,30,1.0,20,153,3,3,2,1,1,0,1,Basic,Partial,Central,1,2,F,13,Spring,2021,627.5
PROP_001320,Elmwood,0.5,133,126,1.0,3,320,3,4,1,1,0,0,1,Basic,Full,Central,0,2,E,25,Summer,2020,1200.0
PROP_001321,Elmwood,5.1,50,224,1.0,39,163,2,4,1,1,1,0,1,Basic,Never,Electric,0,1,D,29,Fall,2020,462.8
PROP_001322,Mountain View,5.1,50,63,1.0,10,104,4,2,2,1,0,0,0,Standard,Never,Central,0,1,D,12,Spring,2023,561.7
PROP_001323,Sunset District,0.6,513,92,1.0,6,123,2,4,2,1,0,0,1,Standard,Never,Central,1,1,C,6,Summer,2022,714.6
PROP_001324,Downtown,2.2,50,173,1.0,23,375,4,3,2,0,1,0,1,Standard,Never,Gas,1,0,D,4,Spring,2022,1200.0
PROP_001325,Sunset District,1.3,372,295,1.0,9,163,2,4,2,1,0,0,1,Premium,Partial,Central,0,1,A,4,Fall,2022,1200.0
PROP_001326,Elmwood,12.3,318,82,1.0,38,50,5,2,1,0,1,0,1,Standard,Partial,Central,0,2,E,4,Winter,2022,139.3
PROP_001327,Garden City,3.1,269,629,1.0,14,102,4,4,1,0,1,0,1,Standard,Partial,Gas,0,1,E,42,Summer,2021,562.3
PROP_001328,Mountain View,0.5,446,30,1.0,33,117,2,2,1,1,1,1,1,Basic,Never,Gas,0,2,G,7,Spring,2020,326.5
PROP_001329,Downtown,5.1,298,297,1.0,27,366,1,3,1,1,1,1,1,Basic,Partial,Central,0,1,D,72,Fall,2023,1200.0
PROP_001330,Hillcrest,2.4,148,582,1.0,36,171,2,2,1,1,1,1,1,Standard,Full,Electric,0,2,C,13,Spring,2020,952.5
PROP_001331,Oakwood,4.8,916,888,1.0,4,53,2,3,2,0,1,0,0,Basic,Partial,Electric,0,2,D,12,Summer,2021,207.2
PROP_001332,Cedar Park,5.7,419,169,1.0,5,226,4,2,2,1,1,0,1,Standard,Partial,Central,1,2,A,87,Summer,2022,1200.0
PROP_001333,Lakeside,0.5,207,32,1.0,28,79,3,3,2,1,1,1,0,Premium,Partial,Central,0,2,C,19,Spring,2021,805.3
PROP_001334,Coastal Heights,0.6,550,30,1.0,3,270,5,2,2,0,1,0,0,Standard,Never,Electric,0,1,B,18,Winter,2022,1200.0
PROP_001335,Cedar Park,0.5,550,163,1.0,3,175,1,2,1,1,1,1,1,Standard,Never,Central,0,3,E,115,Summer,2020,685.4
PROP_001336,Elmwood,1.2,109,200,1.0,14,282,4,3,2,0,1,1,0,Standard,Full,Central,1,2,E,63,Summer,2023,1200.0
PROP_001337,Prairie Meadows,7.7,155,56,1.0,11,181,3,4,1,0,0,0,1,Basic,Never,Electric,1,0,E,13,Summer,2020,376.0
PROP_001338,Hillcrest,0.5,187,67,1.0,2,128,4,2,1,1,1,0,1,Standard,Full,Central,1,1,D,74,Spring,2022,1200.0
PROP_001339,Riverside,2.8,50,30,1.0,4,351,2,1,2,1,1,0,1,Basic,Never,Electric,0,1,E,23,Summer,2022,1200.0
PROP_001340,Hillcrest,0.8,949,102,1.0,8,110,4,3,1,1,1,1,0,Standard,Partial,Central,0,2,D,104,Summer,2020,818.9
PROP_001341,Prairie Meadows,2.3,453,504,1.0,11,50,4,1,1,1,0,0,0,Standard,Partial,Gas,1,1,D,10,Winter,2022,125.2
PROP_001342,Maple Heights,8.7,921,447,1.0,2,89,5,1,2,1,1,0,0,Premium,Partial,Central,1,0,D,43,Winter,2020,509.4
PROP_001343,Cedar Park,3.2,615,263,1.0,0,135,2,3,1,1,1,0,0,Standard,Never,Electric,0,0,C,7,Spring,2023,592.5
PROP_001344,Downtown,2.0,71,258,1.0,0,133,4,2,1,1,0,0,0,Standard,Full,Electric,1,0,E,19,Winter,2021,969.4
PROP_001345,Cedar Park,0.7,110,38,1.0,11,132,4,2,1,0,1,0,1,Basic,Partial,Electric,0,1,A,75,Summer,2021,542.7
PROP_001346,Forest Glen,2.1,329,45,1.0,15,55,3,2,3,1,1,1,1,Standard,Partial,Electric,0,0,A,38,Fall,2021,260.4
PROP_001347,Elmwood,1.3,63,162,1.0,21,50,3,3,3,1,0,1,1,Premium,Partial,Electric,1,0,B,31,Spring,2022,308.5
PROP_001348,Hillcrest,2.9,50,30,1.0,20,256,5,1,1,0,0,0,0,Standard,Partial,Electric,0,2,C,88,Winter,2020,865.4
PROP_001349,Mountain View,1.2,520,88,1.0,6,67,2,3,2,1,1,0,0,Basic,Full,Electric,0,0,B,32,Spring,2022,434.8
PROP_001350,Prairie Meadows,0.6,1084,65,1.0,36,50,3,2,2,1,1,0,0,Basic,Never,Gas,0,1,C,49,Spring,2022,98.0
PROP_001351,Garden City,1.1,352,570,1.0,14,182,2,3,2,1,1,0,0,Standard,Never,Electric,0,2,D,29,Summer,2023,832.8
PROP_001352,Prairie Meadows,0.8,341,413,1.0,28,86,5,2,3,0,1,0,1,Standard,Partial,Electric,1,1,F,7,Winter,2022,227.6
PROP_001353,Lakeside,3.6,50,30,1.0,26,50,3,3,2,1,0,0,1,Standard,Partial,Gas,0,2,D,71,Spring,2022,271.6
PROP_001354,Garden City,0.8,210,211,1.0,29,69,3,2,1,1,1,1,0,Standard,Partial,Electric,0,2,D,16,Spring,2021,324.9
PROP_001355,Forest Glen,3.9,221,134,1.0,13,283,1,2,3,1,1,0,0,Standard,Partial,Central,1,1,A,4,Summer,2023,1200.0
PROP_001356,Maple Heights,1.7,50,277,1.0,8,75,2,1,2,1,1,1,0,Premium,Partial,Electric,0,2,A,6,Spring,2022,692.0
PROP_001357,Lakeside,1.4,1002,30,1.0,29,275,3,3,2,1,1,1,1,Standard,Never,Central,0,2,C,16,Spring,2023,1200.0
PROP_001358,Elmwood,6.1,657,69,1.0,6,195,4,4,2,1,1,1,1,Standard,Partial,Electric,0,3,E,34,Spring,2021,866.5
PROP_001359,Riverside,1.9,95,124,1.0,45,123,2,1,3,0,1,1,0,Standard,Full,Central,0,1,C,18,Fall,2022,637.5
PROP_001360,Maple Heights,5.8,703,44,1.0,0,72,3,3,2,1,1,0,1,Standard,Partial,Central,1,1,D,40,Fall,2020,391.7
PROP_001361,Coastal Heights,0.5,253,114,1.0,20,215,5,3,2,0,1,0,1,Premium,Never,Central,1,3,D,15,Fall,2022,1200.0
PROP_001362,Cedar Park,1.0,115,30,1.0,0,169,4,3,2,1,0,0,1,Standard,Full,Electric,0,2,C,28,Summer,2020,1200.0
